i have a data looks like below consists of latitude and longitude values 45 25 23 45 22 15 19 35 33 24 12 45 15 67 21 22 i need to construct a matrix based on euclidean distance between two points as there are 4 points we will get and 4x4 matrix p1p1 p1p2 p1p3 p1p4 p2p1 p2p2 p4p3 p4p4 now the question is how can we perform iterations in apache spark java as below code which is implemented in java int nrows latit size int ncols longit size double w new double nrows ncols for int i 0 i lt nrows i++ for int j 0 j lt ncols j++ temp1 latit get i latit get j temp2 longit get i longit get j temp3 math pow temp1 2 + math pow temp2 2 w i j math sqrt temp3 please suggest the suitable way to store data into rdd and performing iterations in java api 	java
public void buttonclick view v edittext sd edittext findviewbyid r id sd edittext desc edittext findviewbyid r id description spinner type spinner findviewbyid r id type spinner priority spinner findviewbyid r id priority set lt string gt set new hashset if validate sd sd seterror this field cannot be empty else if validate desc desc seterror this field cannot be empty else set add type getselecteditem tostring set add priority getselecteditem tostring set add desc gettext tostring sharedpreferences pref getapplicationcontext getsharedpreferences mypref mode_private sharedpreferences editor editor pref edit editor putstringset sd gettext tostring set editor commit log d mytag pref getall tostring intent i new intent this mainactivity class startactivity i private boolean validate edittext t1 if t1 gettext length 0 return false else return true here in the above code i am storing the details in the sharedpreferences with stringset the key is sd string and the values are desc type and priority i created a set and put the key and the corresponding values in the set how do i fetch the values for a given key the method pref getstringset key set lt string gt expects both key and the values the key value is known but what should be put in the second argument tried null but it expects a type of set 	android
i wrote a class to handle ssl connections that i use to communicate with paypal it worked just fine for about a year and now it fails right away from the error i get it would seem that this happens because they finally turned off the sslv3 cipher yet i thought it was turned off on my end already there is the error i get when attempting my connection with my code 139673112286976 error 14094410 ssl routines ssl3_read_bytes sslv3 alert handshake failure s3_pkt c 1262 ssl alert number 40 i get the exact same error if i try to connect with ssl3 using the command line tool openssl s_client connect api sandbox paypal com 443 ssl3 note that the command line without the ssl3 option works as expected and i have seen a couple of posts that say that the error means there is a problem with the cipher used leading me to think that is the problem i m running into for those interested the whole class is found in our snapcpp git go up one to get the h and other files from the snapwebsites library there is the relevant code i removed the error checking happening before the one that triggers the current failure std shared_ptr lt ssl_ctx gt ssl_ctx ssl_ctx_new tlsv1_client_method ssl_ctx_deleter ssl_ctx_set_verify_depth ssl_ctx get 4 ssl_ctx_set_options ssl_ctx get ssl_op_no_sslv2 ssl_op_no_sslv3 ssl_op_no_tlsv1 ssl_op_no_compression ssl_ctx_set_cipher_list ssl_ctx get high anull krsa psk srp md5 rc4 ssl_ctx_load_verify_locations ssl_ctx get null etc ssl certs std shared_ptr lt bio gt bio bio_new_ssl_connect ssl_ctx get bio_deleter ssl ssl nullptr bio_get_ssl bio get amp ssl ssl_set_mode ssl ssl_mode_auto_retry bio_set_conn_hostname bio get const_cast lt char gt addr c_str bio_set_conn_int_port bio get amp port if bio_do_connect bio get lt 0 err_print_errors_fp stderr throw tcp_client_server_initialization_error failed connecting bio object to server so my class throws because the bio_do_connect gets the error i mentioned earlier yet i would think that these options ssl_op_no_sslv2 ssl_op_no_sslv3 ssl_op_no_tlsv1 would be enough to avoid sslv3 what else could be the culprit 	c++
tricky question my application is used to buy journey tickets the ticket price is different everytime can i use in app billing to make the user pay a custom price everytime if so how i e can i set the price which the user has to pay programmatically 	android
i have written a java program using selenium htmlunitdriver it consists of a few methods which basically first scrape a site for some elements then interact with these elements and then finally fills in and submits a form i run these few methods a number of times and record the time between the beginning of the first method and the end of the last method each time the run time seems to go down overtime why is this 	java
i have found a nice example how to find the center point of a polygon and here in js see this jsfiddle example so with this polygon var polygon x 770 y 400 x 529 y 643 x 320 y 494 x 424 y 381 x 459 y 369 i should find the center point like so var con new contour con pts polygon document write con centroid but con centroid is undefined what am i doing wrong thanks in advance 	javascript
i have a function that performs several steps one at a time and i would like to display a form or something that tells the user their function is being processed basically the function in the main form looks like this public void myfunction step1 takes aproximately 20 seconds step2 takes 10 seconds step3 takes about 25 seconds so the idea is to inform the user something is under process because during step 1 2 and 3 the gui remains unresponsive i don t want to use a simple progressbar it s an image processing software and there s no space to add a progressbar it should be something that pops up basically i was thinking on another form but not sure how would that work any ideas on how to do this thank you matias 	c#
i am dynamically creating uilabels and then saving their tag in an nsmutablearray i then have a method that detects taps clicks on these uilabels basically when a uilabel that has been dynamically generated is clicked i want to have it deleted without deleting other labels however in future i may want to do more then just delete but at the moment i feel like i am stuck at a dead end trying to find a way to do this any ideas heres my code void viewdidload super viewdidload do any additional setup after loading the view typically from a nib set corner radius coverview hidden yes labeltextfield hidden yes textcreate hidden yes labeltags nsmutablearray array labeltext nsmutablearray array ibaction removeboard labeltextfield resignfirstresponder void showtextcreator create bg cover coverview hidden no labeltextfield hidden no textcreate hidden no make sure creating screen is always on top self view bringsubviewtofront coverview self view bringsubviewtofront labeltextfield self view bringsubviewtofront textcreate void createtext nsinteger obj labeltags count +1 labeltags addobject nsnumber numberwithinteger 0 int posx arc4random 300 int posy arc4random 400 int frame arc4random 400 nsstring txt labeltextfield text nsstring framename frame i frame labeltext addobject txt labeltags addobject nsnumber numberwithinteger 0 cgrect labelframe cgrectmake posx posy 100 30 label uilabel alloc initwithframe labelframe label settext nsstring stringwithformat txt label settextcolor uicolor orangecolor label backgroundcolor uicolor clearcolor label tag obj self view addsubview label label userinteractionenabled yes uipangesturerecognizer gesture uipangesturerecognizer alloc initwithtarget self action selector labeldragged label addgesturerecognizer gesture uitapgesturerecognizer recognizer uitapgesturerecognizer alloc initwithtarget self action selector tapaction label addgesturerecognizer recognizer coverview hidden yes labeltextfield hidden yes textcreate hidden yes void labeldragged uipangesturerecognizer gesture label uilabel gesture view cgpoint translation gesture translationinview label move label label center cgpointmake label center x + translation x label center y + translation y reset translation gesture settranslation cgpointzero inview label void tapaction uilabel labelnew uilabel self view viewwithtag 1 nslog text is labelnew text 	ios
i call final int n points length final int m opoints length final linestriparray lsa new linestriparray n + m geometryarray coordinates new int n m final geometryinfo gi new geometryinfo lsa and get an error in private static void create geometryinfo geominfo geometrystriparray geomarray if geomarray instanceof trianglefanarray geominfo reset geometryinfo triangle_fan_array else if geomarray instanceof trianglestriparray geominfo reset geometryinfo triangle_strip_array else throw new illegalargumentexception j3dutilsi18n getstring geometryinfogenerator0 lt error here processgeometryarray geominfo geomarray processstriparray geominfo geomarray end of create geometryinfo geometrystriparray which is quite understandable because class geometryinfogenerator extends object public static void create geometryinfo geominfo geometryarray geomarray if geomarray instanceof geometrystriparray create geominfo geometrystriparray geomarray else if geomarray instanceof trianglearray geominfo reset geometryinfo triangle_array processgeometryarray geominfo geomarray else if geomarray instanceof quadarray geominfo reset geometryinfo quad_array processgeometryarray geominfo geomarray else if geomarray instanceof indexedgeometryarray create geominfo indexedgeometryarray geomarray else throw new illegalargumentexception j3dutilsi18n getstring geometryinfogenerator0 end of create geometryinfo geometryarray is called with an argument of type linestriparray which extends geometrystriparray am i mentally confused at the moment or can t this really ever work 	java
i have created a custom jtree that tree could be filtered to show only those nodes that contains given criteria string now is there any way to bold only that part of defaulmutabletreenode that contains searched string if a tree node has label stackoverflow and user is searching for nodes that contains stack stackoverflow node would be rendered with stack part bolded how to achieve that 	java
i m currently using the following code to write a nsdata in a subfolder of the documents folder nsdata datatosave nsfilemanager filemanager nsfilemanager defaultmanager nsstring documentsdir nssearchpathfordirectoriesindomains nsdocumentdirectory nsuserdomainmask yes objectatindex 0 nsstring desiredfolder documentsdir stringbyappendingpathcomponent mysubfolder bool isdir if filemanager fileexistsatpath desiredfolder isdirectory amp isdir amp amp isdir nserror error filemanager createdirectoryatpath desiredfolder withintermediatedirectories no attributes nil error amp error if error nslog error error localizeddescription nsstring desiredfile desiredfolder stringbyappendingpathcomponent mfile jpeg if datatosave writetofile desiredfile options nsdatawritingatomic error amp error nslog error error localizeddescription return no it was working until i tested this config in release mode there the nsdata writetofile started to return no with the error the file myfile jpeg doesn t exist where is the problem thanks 	ios
sample db level1 level2 level3 datatype maxlen minlen version null null element 0 0 version release null string 2 0 version build null string 5 0 service null null element 0 0 service subservice1 null element 0 0 service subservice1 value1 string 10 5 service subservice1 value2 string 50 1 this table i omitted a bunch in this sample represents default values string lengths required optional flags and other things for a soap api i ve tried several approaches but none took me where i wanted to go i guess i don t quite grasp the concept of recursiveness is that a word what i need is an object stdclass object version gt stdclass object release gt stdclass object maxlen gt 2 minlen gt 0 build gt stdclass object maxlen gt 5 minlen gt 0 service gt stdclass object subservice1 gt stdclass object value1 gt stdclass object maxlen gt 10 minlen gt 5 value2 gt stdclass object maxlen gt 50 minlen gt 1 and so on there are up to 7 levels and i want to be able to access default values like this var object gt service gt subservice1 gt value1 gt maxlen maybe someone can point me in the right direction thank you 	php
i have a div with content in it and i want to put an element on top of it using before css div before content display block width 30px height 2px but i can t get it on top only to the left of it edit more clarification i am looking for a border on the top but not one that goes all the way 100 of the div so i want to add a pseudo element with a defined height and width 	html
i have three android devices a b and c they are connected via wi fi direct assuming b is the group owner i just have two questions can b connect as a client to another wi fi direct group can a or c connect as a client to another wi fi direct group 	android
i have a small script and it throws unexpected token error on line 2 and firebug says missing after property id hubmeter click function document ready hmeter click function alert handler for click called html lt body gt lt div id hmeter gt lt img src meter png gt lt div gt lt body gt 	jquery
im kinda new at python and im trying to get multiple devices connect the server i need the following features thread per tcp request mysql instance per each tcp request i dont know if this is the best approach if so this is what i have class threadedtcprequesthandler socketserver baserequesthandler def handle self self my_instance my mysqlreq while 1 data self request recv 4096 self my_instance mysqlconnect include close logic after 1 hour cursor close cnx close class threadedtcpserver socketserver threadingmixin socketserver tcpserver pass if __name__ listener in this example we will bind port to 15000 and host localhost for client connection host port 15000 server threadedtcpserver host port threadedtcprequesthandler ip port server server_address server serve_forever start a thread with the server that thread will then start one more thread for each request server_thread threading thread target server serve_forever exit the server thread when the main thread terminates server_thread daemon true server_thread start server shutdown mysql connector class my import mysqldb my_host 192 168 1 20 my_user root my_passwd smv my_dbname db_test_02 class mysqlreq def __init__ self global my_host my_user my_passwd my_dbname self db mysqldb connect host my_host user my_user passwd my_passwd db my_dbname self cursor self db cursor def mysqlconnect self self cursor execute select version row self cursor fetchone print server version row 0 self cursor close self db close this works fine and i can handle up to 250 devices threads but when i include the mysql class on the thread it doesnt work since devices are under nat i need to keep the tcp socket open to send data to them also since i have the thread for a limited period of time i was planning on having one mysql instance per thread is this a good approach regards 	python
i have an array which is inside some object how can i bind object to the combobox list combobox code lt select name select native 5 id cmbdty gt lt select gt i need to bind id and ad field to the combobox and my array object here is the how i get the object array jquery code select native 11 change function var dd select native 11 val ajax type post url masasiparis aspx altmenugetir2 data p + dd + datatype json contenttype application json charset utf 8 success function data alert data d each data d function val text alert val i need to put here error function alert hata 	jquery
i m new at eclipse and the android applications making so here comes a very rookie question how can i make this function work properly i have just copy paste it to my public class nowactivity extends activity and fixed the errors that accord the function is as follows package weather right import weather right now r import android app activity import android app alertdialog import android content dialoginterface import android content intent import android location locationmanager import android net uri import android os bundle import android view view import android widget textview import android widget toast public class nowactivity extends activity called when the activity is first created override public void oncreate bundle savedinstancestate super oncreate savedinstancestate setcontentview r layout main super oncreate savedinstancestate setcontentview r layout main locationmanager locationmanager locationmanager getsystemservice location_service if locationmanager isproviderenabled locationmanager gps_provider toast maketext this gps is enabled in your devide toast length_short show else showgpsdisabledalerttouser public void gotoso view view gotourl http erik edgren nu weather private void gotourl string url uri uriurl uri parse url intent launchbrowser new intent intent action_view uriurl startactivity launchbrowser private void showgpsdisabledalerttouser alertdialog builder alertdialogbuilder new alertdialog builder this alertdialogbuilder setmessage gps is disabled in your device would you like to enable it setcancelable false setpositivebutton goto settings page to enable gps new dialoginterface onclicklistener public void onclick dialoginterface dialog int id intent callgpssettingintent new intent android provider settings action_location_source_settings startactivity callgpssettingintent alertdialogbuilder setnegativebutton cancel new dialoginterface onclicklistener public void onclick dialoginterface dialog int id dialog cancel alertdialog alert alertdialogbuilder create alert show thanks in advance 	android
i am just wondering if anyone one knows a method to access get into an android tablet adb shell if the usb debug mode is off i have these devices that i gotta recalibrate the screens but i cannot seem to be able to click anything as the calibration is way off and usb debug has been switched off bluetooth is off as well moreover screen is not responsive 	android
i have starting date and number of months i need to create specific number of monthly periods for example var startingdate new datetime 2010 1 15 var months 3 for int i 0 i lt months i++ console writeline 0 from 1 to 2 i + 1 startingdate addmonths i startingdate addmonths i + 1 adddays 1 output 1 from 2010 1 15 to 2010 2 14 2 from 2010 2 15 to 2010 3 14 3 from 2010 3 15 to 2010 4 14 in this case code is simple and it works however when startdate is datetime 2010 1 31 result is output 1 from 2010 1 31 to 2010 2 27 2 from 2010 2 28 to 2010 3 30 3 from 2010 3 31 to 2010 4 29 are these periods correct 	c#
i need a regular expression for currency type requirements 1 first char can be a it can appear either 0 or 1 times 2 then a digit can appear multiple times 3 then a decimal point can appear either 0 or 1 time 4 after this a digit can appear 0 or more times i have written the following regular expression d+ d i need to test this on js this is how i test this on js var str cng var patt new regexp d+ d var res patt test str console log res the above string cng is returning true i am not able to get it am i missing anything here can anyone please help thanks in advance 	javascript
