id,dep_delayed_15min
144,0.16338596
145,0.23870784
146,0.26128086
147,0.22778895
148,0.10150372
149,0.30650732
150,0.5000505
151,0.23085155
152,0.13484545
153,0.118126996
154,0.15699291
155,0.14130491
156,0.2186761
157,0.20854217
158,0.34247875
159,0.023398442
160,0.10183071
161,0.33863387
162,0.45985335
163,0.09419843
164,0.16817375
165,0.14197606
166,0.15990435
167,0.010548722
168,0.10884228
169,0.25403738
170,0.21689032
171,0.20444213
172,0.13684927
173,0.20099711
174,0.29080263
175,0.22638668
176,0.15202996
177,0.014203578
178,0.2905543
179,0.1260668
180,0.032619335
181,0.117981374
182,0.22423227
183,0.6031086
184,0.22532137
185,0.27016607
186,0.24482873
187,0.3726424
188,0.25657177
189,0.27008882
190,0.33003289
191,0.34087384
192,0.112697236
193,0.12482574
194,0.20266838
195,0.13726631
196,0.06923026
197,0.09370893
198,0.31054348
199,0.23620008
200,0.21643215
201,0.30205497
202,0.19173048
203,0.015438238
204,0.028921425
205,0.38681123
206,0.47639793
207,0.018930165
208,0.14995608
209,0.15477513
210,0.021834437
211,0.07651045
212,0.22656547
213,0.28740725
214,0.14139748
215,0.19129296
216,0.03145224
217,0.13968693
218,0.16762981
219,0.13508636
220,0.18840556
221,0.32463017
222,0.22503263
223,0.11806632
224,0.29562807
225,0.10296352
226,0.2626841
227,0.3015162
228,0.3004636
229,0.40417343
230,0.022605082
231,0.13876252
232,0.13634512
233,0.3177014
234,0.1793072
235,0.1115257
236,0.007694114
237,0.21764885
238,0.14190486
239,0.11662983
240,0.11495988
241,0.30386052
242,0.15981056
243,0.119963706
244,0.18083224
245,0.20571515
246,0.33180252
247,0.44687954
248,0.6113384
249,0.2396928
250,0.21326262
251,0.06406992
252,0.07628387
253,0.12834679
254,0.34196523
255,0.14226916
256,0.10389357
257,0.03234572
258,0.20453936
259,0.016518142
260,0.25742304
261,0.07777802
262,0.44665223
263,0.17914781
264,0.09100184
265,0.2411119
266,0.22314462
267,0.1067797
268,0.19250242
269,0.30619487
270,0.07310948
271,0.18277599
272,0.23374431
273,0.040804617
274,0.3357971
275,0.095376715
276,0.026441282
277,0.23285402
278,0.0759651
279,0.38381112
280,0.15369308
281,0.376611
282,0.13614352
283,0.048797417
284,0.20338154
285,0.39592832
286,0.17296807
287,0.13049287
288,0.2516814
289,0.03267914
290,0.12920456
291,0.17987122
292,0.36660272
293,0.24445796
294,0.28635132
295,0.037153956
296,0.014649462
297,0.16264282
298,0.11260237
299,0.085618705
300,0.24406251
301,0.20755866
302,0.1054879
303,0.26741454
304,0.19393119
305,0.3196249
306,0.14188945
307,0.08031806
308,0.1992925
309,0.21595651
310,0.34391522
311,0.24696106
312,0.056254506
313,0.25301254
314,0.22705002
315,0.1484147
316,0.116395876
317,0.12426304
318,0.2805307
319,0.1492644
320,0.16123343
321,0.059012268
322,0.13091482
323,0.19963601
324,0.09850334
325,0.36290026
326,0.03092125
327,0.20089537
328,0.024392594
329,0.22495355
330,0.12373993
331,0.41628677
332,0.28234786
333,0.123090155
334,0.27701873
335,0.26049516
336,0.1798765
337,0.059466302
338,0.35829717
339,0.05600619
340,0.12472752
341,0.4719172
342,0.13816658
343,0.25017786
344,0.42598268
345,0.5460202
346,0.0840807
347,0.20300686
348,0.13754246
349,0.14254649
350,0.20388564
351,0.0979857
352,0.33091068
353,0.2637876
354,0.16545293
355,0.23601855
356,0.033067938
357,0.12371974
358,0.17839532
359,0.17709062
360,0.17512612
361,0.027966123
362,0.061271798
363,0.28794077
364,0.0362236
365,0.334173
366,0.46869126
367,0.17059295
368,0.23157346
369,0.14261189
370,0.12636763
371,0.20518155
372,0.27616394
373,0.1586416
374,0.2873282
375,0.05343706
376,0.28808233
377,0.48164108
378,0.20075859
379,0.14499964
380,0.46566477
381,0.26214585
382,0.031115606
383,0.22318022
384,0.17677559
385,0.17665625
386,0.15867165
387,0.03359227
388,0.12103035
389,0.045865953
390,0.28689215
391,0.07403104
392,0.17567931
393,0.019337375
394,0.23369153
395,0.19535474
396,0.030700922
397,0.029402182
398,0.032814503
399,0.06906001
400,0.24929982
401,0.06255378
402,0.16362166
403,0.009097108
404,0.074163355
405,0.045828883
406,0.35163137
407,0.13042326
408,0.2615388
409,0.25475213
410,0.20699765
411,0.005816049
412,0.25911525
413,0.14981796
414,0.4342488
415,0.13936642
416,0.3124038
417,0.15318541
418,0.21008442
419,0.5645029
420,0.23169294
421,0.055358008
422,0.030678554
423,0.037043903
424,0.25622115
425,0.20359714
426,0.20491907
427,0.24416964
428,0.3196986
429,0.2959083
430,0.2870285
431,0.08909798
432,0.020680252
433,0.15863867
434,0.17170599
435,0.10643779
436,0.21708883
437,0.45272535
438,0.24535422
439,0.20991321
440,0.10313078
441,0.12581156
442,0.22029692
443,0.23115318
444,0.28906167
445,0.049630783
446,0.20533757
447,0.08378868
448,0.105552524
449,0.1596386
450,0.4475194
451,0.28264388
452,0.17499393
453,0.021037633
454,0.049402647
455,0.07508169
456,0.4205828
457,0.1540174
458,0.20111342
459,0.1939999
460,0.072745845
461,0.022329131
462,0.075169176
463,0.14054725
464,0.1727153
465,0.15584047
466,0.27143836
467,0.10600354
468,0.14382432
469,0.041450735
470,0.015866708
471,0.16978374
472,0.23096804
473,0.39999086
474,0.21088555
475,0.13819306
476,0.06019817
477,0.12273409
478,0.2005611
479,0.37575677
480,0.107103646
481,0.22975871
482,0.1730107
483,0.13503794
484,0.26934794
485,0.12124644
486,0.15891242
487,0.27630976
488,0.055346068
489,0.18576401
490,0.41061452
491,0.55477726
492,0.28193274
493,0.13690977
494,0.26105252
495,0.29966635
496,0.2295051
497,0.01893118
498,0.079908766
499,0.22390337
500,0.4395804
501,0.09928843
502,0.1390248
503,0.20633933
504,0.25140607
505,0.20314555
506,0.38540763
507,0.12391718
508,0.096311145
509,0.17830431
510,0.113444164
511,0.24775313
512,0.6355959
513,0.07567273
514,0.10956392
515,0.30372217
516,0.1971881
517,0.2711472
518,0.18802482
519,0.11285425
520,0.043222725
521,0.30405155
522,0.13548419
523,0.432182
524,0.114347465
525,0.1617316
526,0.052997086
527,0.014763011
528,0.31714776
529,0.03449618
530,0.09025805
531,0.12488096
532,0.20299377
533,0.41299474
534,0.2177175
535,0.37956175
536,0.16048327
537,0.23832811
538,0.22963996
539,0.19807751
540,0.3826164
541,0.3173107
542,0.3424648
543,0.59689456
544,0.11662008
545,0.4665122
546,0.02734285
547,0.2581962
548,0.16016062
549,0.34073454
550,0.5018968
551,0.13748962
552,0.17070559
553,0.30542004
554,0.087683365
555,0.24728478
556,0.01944632
557,0.06346354
558,0.17940599
559,0.07100508
560,0.12632687
561,0.08743938
562,0.32026282
563,0.20287287
564,0.05346687
565,0.3285098
566,0.057383094
567,0.37330475
568,0.16424127
569,0.02904681
570,0.3342705
571,0.03203542
572,0.20312448
573,0.43386292
574,0.15787318
575,0.030470734
576,0.016467063
577,0.06712862
578,0.07442801
579,0.51598257
580,0.080525346
581,0.49446648
582,0.24188158
583,0.2530329
584,0.39153436
585,0.25774816
586,0.20165884
587,0.17478675
588,0.25931185
589,0.35840884
590,0.31796902
591,0.1330941
592,0.14339896
593,0.06705469
594,0.08943047
595,0.3789308
596,0.14975911
597,0.25288033
598,0.23624621
599,0.28286797
600,0.037899867
601,0.09098656
602,0.55399156
603,0.09322715
604,0.029492965
605,0.28131148
606,0.073354624
607,0.04959553
608,0.2981753
609,0.30275083
610,0.38326
611,0.025810575
612,0.17982939
613,0.14830106
614,0.08138991
615,0.17767489
616,0.1085425
617,0.08427752
618,0.23616098
619,0.15978417
620,0.32815456
621,0.42654794
622,0.0193135
623,0.044342276
624,0.012244684
625,0.20854397
626,0.28825086
627,0.509718
628,0.39397418
629,0.09961611
630,0.32042792
631,0.115188904
632,0.16662651
633,0.13737176
634,0.2408175
635,0.23033518
636,0.28218904
637,0.050778277
638,0.33284393
639,0.0668047
640,0.058719747
641,0.26040536
642,0.19601257
643,0.21337236
644,0.22833371
645,0.41709572
646,0.47165677
647,0.17137577
648,0.0668346
649,0.012627684
650,0.11607558
651,0.094170645
652,0.23329113
653,0.21442685
654,0.20015334
655,0.22166997
656,0.12196328
657,0.087976605
658,0.2462699
659,0.09962941
660,0.067691684
661,0.2587683
662,0.254549
663,0.14062005
664,0.26590106
665,0.14005814
666,0.21796355
667,0.02971025
668,0.16453138
669,0.25077683
670,0.09116572
671,0.1957035
672,0.45244923
673,0.679224
674,0.041727237
675,0.29055652
676,0.24947527
677,0.45332623
678,0.1839203
679,0.16135567
680,0.08161512
681,0.088473484
682,0.27122328
683,0.045450505
684,0.079009086
685,0.2531425
686,0.24090397
687,0.08736559
688,0.40583596
689,0.18953122
690,0.5434389
691,0.09289806
692,0.08474976
693,0.20488392
694,0.11908049
695,0.2893114
696,0.27499026
697,0.4821927
698,0.32630262
699,0.11867965
700,0.15442643
701,0.1515502
702,0.11324893
703,0.4428948
704,0.37362203
705,0.16351001
706,0.20908386
707,0.24491088
708,0.14938594
709,0.29461727
710,0.2616534
711,0.17678913
712,0.20736092
713,0.68120027
714,0.2206855
715,0.23189986
716,0.3161998
717,0.10576992
718,0.26508358
719,0.0507458
720,0.25346205
721,0.26750034
722,0.36116838
723,0.042127818
724,0.32907128
725,0.22890921
726,0.3344534
727,0.12974532
728,0.16905583
729,0.055404633
730,0.15735671
731,0.13431329
732,0.21537684
733,0.29454216
734,0.033969175
735,0.21661057
736,0.029402182
737,0.06331518
738,0.18615434
739,0.13289212
740,0.35742924
741,0.29450035
742,0.21960478
743,0.011052484
744,0.07097024
745,0.09248153
746,0.19374743
747,0.38849732
748,0.19041383
749,0.119360454
750,0.25448576
751,0.3008339
752,0.13753809
753,0.1579104
754,0.21842405
755,0.042447165
756,0.114441454
757,0.073027946
758,0.4066837
759,0.28434953
760,0.07336891
761,0.22094621
762,0.023434475
763,0.15494648
764,0.5172623
765,0.32945627
766,0.063726015
767,0.25403887
768,0.7963165
769,0.16815877
770,0.15957724
771,0.16583377
772,0.1284903
773,0.3001564
774,0.36720973
775,0.11586333
776,0.12696236
777,0.21795213
778,0.18515874
779,0.41521192
780,0.04998586
781,0.16983823
782,0.40311858
783,0.24632847
784,0.106492475
785,0.02401991
786,0.30548716
787,0.16932428
788,0.16583093
789,0.057645384
790,0.35686666
791,0.3782944
792,0.09035766
793,0.098811775
794,0.12940934
795,0.45984226
796,0.0151201235
797,0.08199542
798,0.09568001
799,0.007366003
800,0.08523282
801,0.052390266
802,0.16538028
803,0.0415879
804,0.22916989
805,0.23721823
806,0.35147095
807,0.014925659
808,0.10800435
809,0.14179833
810,0.1182847
811,0.2401671
812,0.14626259
813,0.19457343
814,0.15244164
815,0.14981614
816,0.17493045
817,0.18982135
818,0.16935726
819,0.310292
820,0.047283165
821,0.1729826
822,0.26035872
823,0.15343544
824,0.2892586
825,0.014627273
826,0.18060039
827,0.27054936
828,0.06600501
829,0.03215893
830,0.18673004
831,0.12555884
832,0.52669823
833,0.25327712
834,0.10947763
835,0.06794133
836,0.16219966
837,0.24640715
838,0.22619358
839,0.67557317
840,0.2640733
841,0.12092518
842,0.16795406
843,0.29374284
844,0.30520815
845,0.03871792
846,0.17598939
847,0.20751151
848,0.077028
849,0.11063881
850,0.16493565
851,0.08862504
852,0.083104104
853,0.1934285
854,0.06468821
855,0.025188241
856,0.17787564
857,0.26089922
858,0.3792788
859,0.20123628
860,0.25318405
861,0.18600035
862,0.029549384
863,0.3236108
864,0.07273903
865,0.19343084
866,0.15280978
867,0.11367297
868,0.15018594
869,0.063352816
870,0.2531623
871,0.15964474
872,0.01551848
873,0.048151705
874,0.33330432
875,0.12021891
876,0.036429837
877,0.2976286
878,0.26015094
879,0.28140432
880,0.26242703
881,0.040260736
882,0.033833373
883,0.20312482
884,0.19757596
885,0.24934565
886,0.55989474
887,0.08760387
888,0.87953085
889,0.05901009
890,0.15931638
891,0.06216252
892,0.17317766
893,0.11386325
894,0.080575965
895,0.220468
896,0.055885628
897,0.21074384
898,0.19847594
899,0.5229094
900,0.210659
901,0.124890424
902,0.1534927
903,0.10136165
904,0.09539928
905,0.18340638
906,0.28486294
907,0.1925184
908,0.100991175
909,0.09338047
910,0.034450654
911,0.34102207
912,0.02008728
913,0.24516854
914,0.11275793
915,0.14545192
916,0.5095094
917,0.15549959
918,0.28569856
919,0.119396865
920,0.09705658
921,0.2751219
922,0.35745525
923,0.3893258
924,0.22497527
925,0.2649686
926,0.044508573
927,0.13437504
928,0.42963228
929,0.5874283
930,0.055787865
931,0.17552155
932,0.07865667
933,0.037123762
934,0.35687488
935,0.0206609
936,0.2606986
937,0.06513565
938,0.0094172675
939,0.16620299
940,0.18153022
941,0.14148799
942,0.25459322
943,0.40774763
944,0.063100174
945,0.045979362
946,0.15722704
947,0.09754002
948,0.26949665
949,0.1048422
950,0.18954258
951,0.33346996
952,0.20291594
953,0.07457759
954,0.11242027
955,0.20550615
956,0.27701226
957,0.48204383
958,0.56219375
959,0.19319174
960,0.38587317
961,0.1922352
962,0.1283986
963,0.074692234
964,0.1273465
965,0.46738306
966,0.27050614
967,0.19504008
968,0.46199757
969,0.17638278
970,0.19761744
971,0.36025357
972,0.047198392
973,0.27745366
974,0.19340281
975,0.021230388
976,0.16139475
977,0.08710153
978,0.18807904
979,0.026264781
980,0.19121467
981,0.05686707
982,0.1885611
983,0.1240497
984,0.13133073
985,0.35282668
986,0.05629761
987,0.2641963
988,0.28817913
989,0.07963655
990,0.39658025
991,0.054014344
992,0.35340422
993,0.06960969
994,0.40614176
995,0.242022
996,0.04778476
997,0.055333342
998,0.20464611
999,0.09730253
1000,0.2666969
1001,0.360441
1002,0.27231783
1003,0.19952008
1004,0.08220002
1005,0.20392337
1006,0.40051135
1007,0.23332462
1008,0.17921577
1009,0.39245626
1010,0.18904008
1011,0.16259255
1012,0.23202439
1013,0.023136673
1014,0.21339124
1015,0.20350145
1016,0.11608313
1017,0.25132146
1018,0.060358856
1019,0.23485734
1020,0.34989578
1021,0.058379542
1022,0.05042746
1023,0.20395388
1024,0.10251909
1025,0.07138524
1026,0.14549462
1027,0.14410703
1028,0.014864292
1029,0.24663311
1030,0.2600986
1031,0.1336081
1032,0.16041611
1033,0.11317264
1034,0.042635646
1035,0.1299733
1036,0.039720688
1037,0.024658835
1038,0.37799066
1039,0.27178532
1040,0.13554795
1041,0.023029216
1042,0.15263592
1043,0.35487038
1044,0.13506478
1045,0.20106147
1046,0.17500284
1047,0.0937222
1048,0.015574689
1049,0.29537076
1050,0.16747001
1051,0.12915355
1052,0.24807839
1053,0.33485612
1054,0.1409197
1055,0.2396429
1056,0.06539849
1057,0.24636991
1058,0.08816114
1059,0.04485262
1060,0.2929455
1061,0.010322832
1062,0.024843998
1063,0.18974675
1064,0.18088233
1065,0.2988305
1066,0.025223942
1067,0.17320564
1068,0.21320097
1069,0.13651696
1070,0.25995323
1071,0.027800301
1072,0.16211702
1073,0.1374399
1074,0.27806056
1075,0.25442025
1076,0.09615633
1077,0.4289701
1078,0.10139618
1079,0.029078066
1080,0.12183201
1081,0.21019351
1082,0.22075377
1083,0.41373917
1084,0.07865154
1085,0.11380573
1086,0.07186111
1087,0.021369781
1088,0.13739976
1089,0.17099264
1090,0.07627095
1091,0.33195817
1092,0.3420972
1093,0.13371347
1094,0.13165933
1095,0.10925991
1096,0.051779453
1097,0.19003008
1098,0.31345975
1099,0.1751983
1100,0.38969955
1101,0.16989559
1102,0.009634927
1103,0.117131114
1104,0.16476293
1105,0.16787289
1106,0.30785364
1107,0.2419207
1108,0.25976798
1109,0.1528894
1110,0.2104583
1111,0.4028636
1112,0.25004515
1113,0.14426793
1114,0.3777771
1115,0.08360296
1116,0.18494488
1117,0.18173315
1118,0.2282761
1119,0.20724325
1120,0.34776893
1121,0.2872433
1122,0.1531791
1123,0.24256475
1124,0.14483342
1125,0.11143526
1126,0.2212061
1127,0.12030619
1128,0.30753633
1129,0.2995974
1130,0.12811022
1131,0.24785213
1132,0.3644204
1133,0.1865462
1134,0.16319364
1135,0.24035917
1136,0.07766312
1137,0.12309877
1138,0.096735306
1139,0.2042149
1140,0.072391644
1141,0.22378138
1142,0.018939966
1143,0.04235662
1144,0.41510817
1145,0.100823455
1146,0.13116165
1147,0.12080817
1148,0.15814629
1149,0.11839896
1150,0.15286282
1151,0.26408815
1152,0.21642414
1153,0.17755933
1154,0.22345181
1155,0.08139841
1156,0.026825435
1157,0.105484165
1158,0.1382502
1159,0.05059368
1160,0.6613403
1161,0.16283464
1162,0.22282732
1163,0.35394564
1164,0.2867359
1165,0.14563997
1166,0.08112401
1167,0.21101387
1168,0.07767388
1169,0.2654414
1170,0.14767005
1171,0.3547636
1172,0.46010002
1173,0.1629013
1174,0.2596708
1175,0.42892984
1176,0.05819295
1177,0.052679088
1178,0.30064484
1179,0.17397386
1180,0.2082481
1181,0.09284549
1182,0.28149533
1183,0.16800967
1184,0.20536834
1185,0.11899893
1186,0.21832246
1187,0.075422816
1188,0.14331798
1189,0.46942374
1190,0.078395665
1191,0.043057434
1192,0.0721213
1193,0.25277036
1194,0.2619745
1195,0.36199448
1196,0.10731921
1197,0.34556067
1198,0.19818291
1199,0.3272636
1200,0.5141149
1201,0.39706814
1202,0.23204765
1203,0.25289357
1204,0.27103534
1205,0.11993685
1206,0.3190166
1207,0.10408519
1208,0.09744298
1209,0.19106479
1210,0.2186975
1211,0.12517767
1212,0.07176162
1213,0.3907845
1214,0.1554289
1215,0.19159749
1216,0.33081615
1217,0.10643838
1218,0.043949265
1219,0.028367253
1220,0.31874296
1221,0.25971928
1222,0.3887448
1223,0.2920099
1224,0.012210053
1225,0.24078883
1226,0.14591262
1227,0.02689288
1228,0.17829691
1229,0.083391465
1230,0.17701775
1231,0.058496032
1232,0.249803
1233,0.011600068
1234,0.1811996
1235,0.13821083
1236,0.022037957
1237,0.28396323
1238,0.54297465
1239,0.11578762
1240,0.07338606
1241,0.10918045
1242,0.10724998
1243,0.01513795
1244,0.23591243
1245,0.2477539
1246,0.157025
1247,0.010270934
1248,0.10681648
1249,0.45466563
1250,0.29246274
1251,0.22084294
1252,0.07075468
1253,0.1721247
1254,0.26451948
1255,0.06885398
1256,0.059302453
1257,0.11183523
1258,0.27672458
1259,0.017450036
1260,0.27962852
1261,0.06774869
1262,0.13193627
1263,0.20039907
1264,0.18239968
1265,0.28127667
1266,0.0865434
1267,0.3183278
1268,0.032548353
1269,0.3625375
1270,0.33647957
1271,0.1427063
1272,0.1861838
1273,0.34967372
1274,0.32664043
1275,0.29314885
1276,0.080456086
1277,0.12475466
1278,0.13013269
1279,0.28660324
1280,0.026660476
1281,0.10723964
1282,0.0999275
1283,0.23708844
1284,0.075049065
1285,0.78348714
1286,0.27975234
1287,0.08805711
1288,0.050174616
1289,0.21078426
1290,0.15008917
1291,0.23787655
1292,0.12207292
1293,0.027014446
1294,0.09939321
1295,0.25877583
1296,0.15750505
1297,0.06915207
1298,0.46448323
1299,0.24718073
1300,0.46494558
1301,0.27759108
1302,0.026695117
1303,0.29607087
1304,0.10957972
1305,0.26930088
1306,0.10464517
1307,0.12240828
1308,0.1958109
1309,0.090909325
1310,0.11887152
1311,0.20409952
1312,0.15959501
1313,0.3895949
1314,0.25003847
1315,0.17641172
1316,0.25630125
1317,0.11200456
1318,0.066348225
1319,0.16534917
1320,0.13096528
1321,0.15618792
1322,0.21283098
1323,0.29926625
1324,0.05111669
1325,0.09052225
1326,0.25879294
1327,0.290071
1328,0.13526183
1329,0.021595431
1330,0.0291004
1331,0.23386827
1332,0.25073332
1333,0.030664206
1334,0.06904757
1335,0.20233402
1336,0.20220639
1337,0.18725024
1338,0.17927492
1339,0.15414079
1340,0.11609044
1341,0.12633176
1342,0.1369622
1343,0.023486316
1344,0.043369807
1345,0.27327394
1346,0.022296589
1347,0.03079718
1348,0.11051594
1349,0.081418045
1350,0.3409238
1351,0.12729205
1352,0.057734895
1353,0.008272987
1354,0.2353365
1355,0.16453764
1356,0.09715588
1357,0.14027394
1358,0.22943275
1359,0.19144027
1360,0.31443012
1361,0.09988924
1362,0.30426633
1363,0.24989639
1364,0.09207465
1365,0.15367234
1366,0.27358767
1367,0.08080636
1368,0.012215472
1369,0.2033678
1370,0.119153544
1371,0.26577216
1372,0.03545179
1373,0.26312366
1374,0.2064317
1375,0.22164679
1376,0.041812167
1377,0.24067551
1378,0.06997046
1379,0.01874339
1380,0.23517345
1381,0.15575005
1382,0.13029148
1383,0.13169716
1384,0.22335614
1385,0.08321644
1386,0.22705422
1387,0.08341585
1388,0.21384577
1389,0.19488038
1390,0.16542576
1391,0.075901195
1392,0.020369139
1393,0.19562504
1394,0.50448865
1395,0.16980481
1396,0.18760765
1397,0.051107533
1398,0.015506602
1399,0.0906058
1400,0.01567204
1401,0.5729782
1402,0.15196346
1403,0.07688694
1404,0.012338169
1405,0.20699735
1406,0.14461777
1407,0.037241735
1408,0.012439498
1409,0.14525929
1410,0.23941958
1411,0.18055296
1412,0.30500892
1413,0.13936822
1414,0.16533805
1415,0.6594206
1416,0.23698711
1417,0.3533441
1418,0.105374746
1419,0.10109092
1420,0.21857268
1421,0.26252824
1422,0.27409413
1423,0.12374526
1424,0.17912786
1425,0.20130438
1426,0.060290225
1427,0.19895318
1428,0.029157626
1429,0.1495169
1430,0.14063293
1431,0.11796875
1432,0.16455394
1433,0.1639647
1434,0.11566846
1435,0.4168384
1436,0.08080196
1437,0.11592328
1438,0.12969565
1439,0.13047932
1440,0.1308748
1441,0.12834479
1442,0.17354105
1443,0.059586354
1444,0.10647507
1445,0.31591624
1446,0.06055212
1447,0.10321186
1448,0.22307825
1449,0.37305245
1450,0.061514065
1451,0.3299295
1452,0.2901756
1453,0.16168253
1454,0.02548827
1455,0.1570754
1456,0.3518684
1457,0.16689873
1458,0.19231422
1459,0.23686035
1460,0.2525547
1461,0.07593696
1462,0.27865472
1463,0.22949395
1464,0.069262974
1465,0.080200285
1466,0.13378061
1467,0.09643933
1468,0.23151495
1469,0.19577235
1470,0.27907285
1471,0.061060097
1472,0.04597221
1473,0.0377954
1474,0.035104558
1475,0.29689437
1476,0.18731415
1477,0.14644425
1478,0.11074407
1479,0.08200599
1480,0.18995218
1481,0.22031629
1482,0.16639014
1483,0.24115801
1484,0.6828724
1485,0.18756175
1486,0.026841734
1487,0.118956774
1488,0.107115194
1489,0.2043978
1490,0.21457034
1491,0.10294934
1492,0.124455005
1493,0.4800681
1494,0.41684255
1495,0.3384119
1496,0.2901028
1497,0.25498998
1498,0.1336889
1499,0.12321787
1500,0.2956268
1501,0.19368249
1502,0.3735698
1503,0.20373616
1504,0.20929556
1505,0.3027328
1506,0.46095538
1507,0.0867769
1508,0.046474595
1509,0.05852222
1510,0.13772129
1511,0.06609746
1512,0.25210124
1513,0.28130332
1514,0.08021728
1515,0.22244658
1516,0.37308133
1517,0.07880558
1518,0.14844325
1519,0.15097648
1520,0.14309347
1521,0.23831066
1522,0.04736212
1523,0.17389856
1524,0.049773008
1525,0.3256249
1526,0.14313394
1527,0.14180431
1528,0.28980497
1529,0.30935097
1530,0.33716232
1531,0.0751802
1532,0.079455025
1533,0.5733663
1534,0.1715684
1535,0.11384345
1536,0.09738662
1537,0.3357272
1538,0.033652678
1539,0.24437657
1540,0.27337345
1541,0.123487145
1542,0.08347769
1543,0.039258607
1544,0.012841218
1545,0.23702359
1546,0.08914609
1547,0.23401853
1548,0.2103545
1549,0.21519925
1550,0.15387858
1551,0.10382361
1552,0.30198145
1553,0.13910986
1554,0.06549998
1555,0.2707671
1556,0.10363024
1557,0.49745315
1558,0.4803695
1559,0.2685751
1560,0.75515234
1561,0.3067591
1562,0.17939919
1563,0.048377875
1564,0.22979221
1565,0.2071298
1566,0.16589671
1567,0.13733819
1568,0.14338104
1569,0.28260073
1570,0.26488835
1571,0.07437104
1572,0.22637382
1573,0.25985968
1574,0.43639743
1575,0.22101983
1576,0.13755643
1577,0.29479992
1578,0.27135766
1579,0.12670065
1580,0.18890436
1581,0.30034593
1582,0.27407426
1583,0.09672544
1584,0.14196232
1585,0.71746355
1586,0.026013725
1587,0.25985208
1588,0.074873224
1589,0.23469602
1590,0.1998028
1591,0.24678415
1592,0.24218701
1593,0.1809107
1594,0.31182435
1595,0.4678262
1596,0.13542885
1597,0.045501467
1598,0.21377914
1599,0.036152925
1600,0.017447626
1601,0.30167404
1602,0.097779006
1603,0.2230607
1604,0.2706309
1605,0.16157253
1606,0.2689576
1607,0.034721125
1608,0.07538533
1609,0.4155552
1610,0.1862878
1611,0.059371382
1612,0.3369638
1613,0.14386104
1614,0.18121114
1615,0.1938287
1616,0.014183709
1617,0.0887919
1618,0.040117692
1619,0.1284434
1620,0.048631568
1621,0.21645397
1622,0.52840126
1623,0.09945838
1624,0.25182536
1625,0.23605938
1626,0.33837682
1627,0.12527332
1628,0.46069464
1629,0.0074673514
1630,0.18341172
1631,0.29499438
1632,0.14056939
1633,0.11073398
1634,0.18307923
1635,0.22139287
1636,0.3224939
1637,0.21975765
1638,0.39477438
1639,0.14962475
1640,0.14088656
1641,0.16477594
1642,0.3133039
1643,0.27304524
1644,0.24496195
1645,0.2813509
1646,0.03204191
1647,0.4565862
1648,0.18368639
1649,0.06608498
1650,0.22699428
1651,0.2838224
1652,0.25525126
1653,0.1828831
1654,0.24106243
1655,0.036486525
1656,0.013519964
1657,0.09104803
1658,0.1046589
1659,0.30562696
1660,0.36665112
1661,0.3116842
1662,0.18185657
1663,0.20706055
1664,0.25473487
